timeago,scale,city,region
"
      2006-05-21 06:10:21 UTC
    ",4.8 magnitude,Pathein,Ayeyarwady
"
      2006-05-15 23:58:48 UTC
    ",4.2 magnitude,Phek,Manipur
"
      2006-05-14 22:15:38 UTC
    ",4.1 magnitude,Taunggyi,Shan
"
      2006-05-14 04:36:23 UTC
    ",3.9 magnitude,Mawlaik,Sagain
"
      2006-05-11 17:22:51 UTC
    ",5.6 magnitude,Mawlaik,Sagain
"
      2006-05-11 09:49:58 UTC
    ",4.8 magnitude,Phek,Manipur
"
      2006-05-09 23:17:40 UTC
    ",4.6 magnitude,Tuensang,Nagaland
"
      2006-05-01 01:56:20 UTC
    ",4.1 magnitude,Mawlaik,Sagain
"
      2006-04-25 13:18:14 UTC
    ",4.1 magnitude,Phek,Manipur
"
      2006-04-14 18:49:29 UTC
    ",4.6 magnitude,Thayetmyo,Magway
"
      2006-04-14 16:24:56 UTC
    ",4.8 magnitude,Wāngjing,Manipur
"
      2006-04-06 14:56:37 UTC
    ",4.4 magnitude,Myitkyina,Kachin
"
      2006-04-04 12:04:31 UTC
    ",4.6 magnitude,Pathein,Ayeyarwady
"
      2006-03-25 20:13:30 UTC
    ",5.1 magnitude,Falam,Chin
"
      2006-03-25 16:23:13 UTC
    ",3.9 magnitude,Saiha,Mizoram
"
      2006-03-24 04:07:47 UTC
    ",3.9 magnitude,Mawlaik,Sagain
"
      2006-03-21 07:29:34 UTC
    ",4.4 magnitude,Yairipok,Manipur
"
      2006-03-19 16:19:41 UTC
    ",3.9 magnitude,Myaydo,Magway
"
      2006-03-13 12:44:57 UTC
    ",4.2 magnitude,Chauk,Magway
"
      2006-03-06 15:22:42 UTC
    ",4.2 magnitude,Taungdwingyi,Magway
"
      2006-03-03 07:44:08 UTC
    ",4.1 magnitude,Myaydo,Magway
"
      2006-03-03 01:36:06 UTC
    ",5.2 magnitude,Chauk,Magway
"
      2006-03-02 17:16:59 UTC
    ",4.9 magnitude,Wāngjing,Manipur
"
      2006-02-16 07:01:59 UTC
    ",4.5 magnitude,Kakching,Manipur
"
      2006-01-27 23:58:29 UTC
    ",4.2 magnitude,Mawlaik,Sagain
"
      2006-01-25 09:22:01 UTC
    ",4.1 magnitude,Thayetmyo,Magway
"
      2006-01-24 13:42:07 UTC
    ",4.4 magnitude,Taunggyi,Shan
"
      2006-01-21 22:35:02 UTC
    ",3.7 magnitude,Mawlaik,Sagain
"
      2006-01-09 01:28:05 UTC
    ",3.7 magnitude,Wāngjing,Manipur
"
      2006-01-04 11:09:29 UTC
    ",4.2 magnitude,Tharyarwady,Bago
"
      2005-12-29 07:20:55 UTC
    ",5.1 magnitude,Myitkyina,Kachin
"
      2005-12-27 16:19:15 UTC
    ",4.7 magnitude,Imphal,Manipur
"
      2005-12-22 21:30:34 UTC
    ",4.4 magnitude,Tharyarwady,Bago
"
      2005-12-16 20:31:31 UTC
    ",3.9 magnitude,Chauk,Magway
"
      2005-11-24 00:06:58 UTC
    ",3.9 magnitude,Monywa,Sagain
"
      2005-11-22 15:28:31 UTC
    ",4.5 magnitude,Kohima,Nagaland
"
      2005-11-18 18:56:55 UTC
    ",4.8 magnitude,Khonsa,Arunachal Pradesh
"
      2005-11-10 22:09:34 UTC
    ",4.5 magnitude,Myitkyina,Kachin
"
      2005-10-28 15:33:33 UTC
    ",3.8 magnitude,Phek,Manipur
"
      2005-10-25 22:29:51 UTC
    ",4.1 magnitude,Pyapon,Ayeyarwady
"
      2005-10-22 13:45:20 UTC
    ",5.0 magnitude,Myitkyina,Kachin
"
      2005-10-20 23:37:56 UTC
    ",4.7 magnitude,Paungde,Bago
